Title,Artist,Year,Position,Ave BPM,Ave Pitch STD,Ave Pitch Value,Pitch Variation,Pitch Range,Mode Polarity,Note Onset Density
Against All Odds (Take a Look at Me Now),Phil Collins,1984,5,-0.9696969696969697,3.34,0.09306666844029414,0.11538461538461539,0.13793103448275862,1.0,-0.21508379888268142
Careless Whisper,George Michael,1985,1,-0.42424242424242425,3.09,0.11027622857804681,0.3076923076923077,0.41379310344827586,-0.8,-0.24860335195530717
Like a Virgin,Madonna,1985,2,0.3571428571428571,2.6366666666666667,0.28817066007928305,0.07692307692307693,0.10344827586206896,-1.0,-0.5083798882681564
Wake Me Up Before You Go-Go,Wham!,1985,3,0.8571428571428571,3.4625,0.1193538488633392,0.15384615384615385,0.41379310344827586,1.0,0.1840101522842639
I Want to Know What Love Is,Foreigner,1985,4,-0.2727272727272727,2.6100000000000003,0.19502049232573582,0.19230769230769232,0.3448275862068966,1.0,-0.5698324022346369
I Feel for You,Chaka Khan,1985,5,0.41666666666666663,2.41,0.29964900650995213,0.07692307692307693,0.0,1.0,-0.09683426443202979
That's What Friends Are For,Dionne and Friends,1986,1,-0.9090909090909092,3.89,0.19190171920782326,0.15384615384615385,0.1724137931034483,1.0,-0.5391061452513967
"Say You, Say Me",Lionel Richie,1986,2,-0.4444444444444446,2.99,-0.031973045101427344,0.15384615384615385,0.13793103448275862,1.0,-0.5083798882681564
I Miss You,Klymaxx,1986,3,-0.6060606060606061,3.4133333333333336,0.18343546688983103,0.11538461538461539,0.1724137931034483,1.0,-0.6573556797020484
On My Own,Patti LaBelle feat. Michael McDonald,1986,4,0.03571428571428571,3.4159999999999995,0.286163266844473,0.34615384615384615,0.48275862068965514,-1.0,-0.5754189944134078
Broken Wings,Mr. Mister,1986,5,0.10714285714285714,3.0700000000000003,0.13995948128366087,0.07692307692307693,0.06896551724137931,-1.0,-0.4432029795158286
Walk Like an Egyptian,The Bangles,1987,1,0.15476190476190477,2.2133333333333334,0.07501548686305061,0.038461538461538464,0.0,1.0,0.10998307952622659
Alone,Heart,1987,2,-0.06060606060606061,2.175,0.25475207063091443,0.19230769230769232,0.27586206896551724,1.0,-0.47765363128491617
Shake You Down,Gregory Abbott,1987,3,0.05952380952380952,2.2066666666666666,0.18718177071165976,0.038461538461538464,0.0,-1.0,-0.1359404096834266
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,4,0.34523809523809523,2.806666666666666,0.365562477774412,0.11538461538461539,0.06896551724137931,1.0,-0.18435754189944137
Nothing's Gonna Stop Us Now,Starship,1987,5,0.07142857142857142,2.815,0.2599489068466873,0.23076923076923078,0.24137931034482757,1.0,-0.15782122905027943
Faith,George Michael,1988,1,0.07142857142857142,2.6533333333333338,-0.03809359944941503,0.038461538461538464,0.06896551724137931,1.0,0.1370558375634518
Need You Tonight,INXS,1988,2,0.22619047619047616,2.8974999999999995,-0.9999999999999999,0.07692307692307693,0.10344827586206896,-1.0,-0.3114525139664805
Got My Mind Set On You,George Harrison,1988,3,0.7023809523809523,4.135,-0.17644384148565542,0.15384615384615385,0.24137931034482757,1.0,-0.0013966480446927076
Never Gonna Give You Up,Rick Astley,1988,4,0.2738095238095238,2.776666666666666,0.006793906181104902,0.0,0.0,1.0,0.04060913705583761
Sweet Child O'Mine,Guns N' Roses,1988,5,0.41666666666666663,2.4600000000000004,0.2597989723654493,0.19230769230769232,0.3103448275862069,1.0,-0.35195530726256974
Look Away,Chicago,1989,1,-0.12121212121212122,3.303333333333333,-0.07832783539407197,0.07692307692307693,0.06896551724137931,1.0,-0.1750465549348229
My Prerogative,Bobby Brown,1989,2,0.23809523809523808,2.5116666666666667,-0.08865826516874611,0.2692307692307693,0.3103448275862069,1.0,0.03214890016920458
Every Rose Has Its Thorn,Poison,1989,3,-0.6060606060606061,2.41,-0.3709423032805687,0.038461538461538464,0.06896551724137931,1.0,-0.3482309124767224
Straight Up,Paula Abdul,1989,4,0.07142857142857142,2.0483333333333333,0.2516530366561298,0.11538461538461539,0.10344827586206896,1.0,-0.16759776536312837
Miss You Much,Janet Jackson,1989,5,0.2976190476190476,2.882,0.377707550470513,0.2692307692307693,0.3103448275862069,-1.0,-0.182122905027933
Hold On,Wilson Phillips,1990,1,0.09523809523809523,3.295,0.18679531578466718,0.11538461538461539,0.10344827586206896,1.0,-0.044692737430167634
It Must Have Been Love,Roxette,1990,2,-0.2727272727272727,2.545,0.24574392996411795,0.11538461538461539,0.1724137931034483,1.0,-0.4804469273743017
Nothing Compares 2 U,Sinead O'Connor,1990,3,-0.9090909090909092,3.4166666666666665,0.24127729569814857,0.23076923076923078,0.27586206896551724,1.0,-0.6108007448789572
Poison,Bell Biv DeVoe,1990,4,0.26190476190476186,2.4066666666666667,0.14230505968830984,-0.25,-0.5,-1.0,-0.22532588454376162
Vogue,Madonna,1990,5,0.30952380952380953,2.866666666666667,0.3176335638716159,0.19230769230769232,0.24137931034482757,1.0,-0.15456238361266303
(Everything I Do) I Do It For You,Bryan Adams,1991,1,-0.7272727272727273,2.714,0.1821967386142399,0.23076923076923078,0.13793103448275862,1.0,-0.693854748603352
I Wanna Sex You Up,Color Me Badd,1991,2,0.13095238095238093,3.275,0.10779664474019696,0.19230769230769232,0.24137931034482757,-1.0,-0.0195530726256984
Gonna Make You Sweat (Everybody Dance Now),C&C Music Factory,1991,3,0.26190476190476186,1.8033333333333332,0.5253223585841392,0.0,0.0,0.75,-0.5493482309124768
Rush Rush,Paula Abdul,1991,4,0.0,2.4475,0.22162681466598247,0.0,0.0,1.0,-0.18715083798882678
One More Try,Timmy T,1991,5,-0.4545454545454546,2.5733333333333333,-0.12119046358550821,0.038461538461538464,0.0,1.0,-0.5325884543761639
End of the Road,Boyz II Men,1992,1,0.7142857142857142,2.8833333333333333,0.02792913068268724,0.23076923076923078,0.3448275862068966,-1.0,-0.4432029795158286
Save the Best for Last,Vanessa Williams,1992,4,0.07142857142857142,3.915,0.1507720512811393,0.15384615384615385,0.3103448275862069,1.0,-0.4832402234636871
Baby-Baby-Baby,TLC,1992,5,0.023809523809523808,2.656,-0.19359079172895058,0.07692307692307693,0.1724137931034483,-1.0,-0.0703910614525139
I Will Always Love You,Whitney Houston,1993,1,-0.6666666666666667,3.2775,0.29451583295089495,0.34615384615384615,0.3448275862068966,1.0,-0.6452513966480445
Can't Help Falling in Love,UB40,1993,3,-0.12121212121212122,3.155,0.08326485017307575,0.19230769230769232,0.3448275862068966,1.0,-0.6620111731843575
That's the Way Love Goes,Janet Jackson,1993,4,0.09523809523809523,2.0033333333333334,0.007699760338585051,0.038461538461538464,0.06896551724137931,1.0,-0.40037243947858475
Freak Me,Silk,1993,5,0.5238095238095237,4.74,0.031430169250947305,0.15384615384615385,0.41379310344827586,-1.0,-0.5083798882681564
The Sign,Ace of Base,1994,1,0.08333333333333333,2.46,0.28126771589774074,0.19230769230769232,0.10344827586206896,-0.75,0.05076142131979701
I Swear,All-4-One,1994,2,-0.21212121212121213,3.863333333333333,-0.06974372255057072,0.3076923076923077,0.24137931034482757,-1.0,-0.6294227188081937
I'll Make Love to You,Boyz II Men,1994,3,-0.5454545454545454,3.17,0.11366312880769065,0.19230769230769232,0.3103448275862069,1.0,-0.4078212290502793
The Power of Love,Celine Dion,1994,4,-0.6060606060606061,2.68,0.3419238706108141,0.15384615384615385,0.1724137931034483,1.0,-0.7858472998137801
Hero,Mariah Carey,1994,5,-0.9090909090909092,3.1300000000000003,0.24196174248348254,0.2692307692307693,0.1724137931034483,1.0,-0.5232774674115453
Gangsta's Paradise,Coolio feat. L.V.,1995,1,-0.30303030303030304,1.89,0.04464130713157439,-0.25,-0.3333333333333333,0.6666666666666666,-0.14804469273743023
Waterfalls,TLC,1995,2,-0.12121212121212122,2.5733333333333333,-0.12237798856937673,0.19230769230769232,0.10344827586206896,1.0,0.02199661590524518
Creep,TLC,1995,3,0.03571428571428571,2.845,-0.2927084857978344,0.07692307692307693,0.1724137931034483,-1.0,-0.27094972067039097
Kiss from a Rose,Seal,1995,4,0.5,3.42,0.013608206827293827,0.34615384615384615,0.24137931034482757,-1.0,-0.29748603351955305
On Bended Knee,Boyz II Men,1995,5,-0.9696969696969697,4.6175,0.16496814458216358,0.6153846153846154,0.5517241379310345,1.0,-0.3365921787709497
Macarena (Bayside Boys Remix),Los del Rio,1996,1,0.15476190476190477,1.855,-0.2649690295939432,0.0,0.0,1.0,0.9289340101522845
One Sweet Day,Mariah Carey and Boyz II Men,1996,2,-0.7878787878787878,3.176666666666667,0.050936876086027066,0.42307692307692313,0.3448275862068966,1.0,-0.5772811918063314
Because You Loved Me,Celine Dion,1996,3,-0.9090909090909092,3.78,0.18811447332338824,0.38461538461538464,0.41379310344827586,1.0,-0.35567970204841715
Nobody Knows,The Tony Rich Project,1996,4,-0.06060606060606061,2.04,-0.3693791467363388,0.0,0.0,1.0,-0.19553072625698328
Always Be My Baby,Mariah Carey,1996,5,-0.33333333333333337,3.31,0.26775213110954943,0.38461538461538464,0.24137931034482757,1.0,-0.0013966480446927076
Something About The Way You Look Tonight,Elton John,1997,1a,-0.5454545454545454,3.74,-0.005770316354384632,0.23076923076923078,0.27586206896551724,1.0,-0.5502793296089385
Candle in the Wind,Elton John,1997,1b,-0.8181818181818182,3.555,-0.34344201651754974,0.19230769230769232,0.1724137931034483,1.0,0.83756345177665
Foolish Games,Jewel,1997,2a,-0.6666666666666667,3.323333333333333,0.13133370477185946,0.15384615384615385,0.1724137931034483,1.0,-0.4897579143389199
You Were Meant for Me,Jewel,1997,2b,0.26190476190476186,2.4433333333333334,0.1332077644680349,0.11538461538461539,0.13793103448275862,-1.0,-0.2197392923649908
I'll Be Missing You,Diddy feat. Faith Evans and 112,1997,3,0.23809523809523808,2.37,0.41368712364582033,0.0,0.0,1.0,-0.4497206703910615
Un-Break My Heart,Toni Braxton,1997,4,0.23809523809523808,3.106666666666667,0.09306861479022795,0.576923076923077,0.4482758620689655,-1.0,-0.41527001862197394
Too Close,Next,1998,1,0.11904761904761904,4.105,0.0037366483996072197,0.15384615384615385,0.3103448275862069,1.0,-0.013966480446927323
The Boy Is Mine,Brandy and Monica,1998,2,0.03571428571428571,2.665,0.07058910720342973,0.038461538461538464,0.0,1.0,0.0532994923857868
You're Still the One,Shania Twain,1998,3,-0.696969696969697,3.06,0.145439917506615,0.11538461538461539,0.10344827586206896,1.0,-0.36033519553072624
Truly Madly Deeply,Savage Garden,1998,4,-0.18181818181818182,2.1425,0.02548122126438356,0.0,0.0,1.0,-0.18296089385474842
How Do I Live,LeAnn Rimes,1998,5,-0.7878787878787878,3.266666666666666,0.23791086893893346,0.23076923076923078,0.1724137931034483,1.0,-0.5307262569832403
Believe,Cher,1999,1,0.5119047619047619,2.9966666666666666,0.21684383060267007,0.11538461538461539,0.24137931034482757,1.0,-0.21973929236499054
No Scrubs,TLC,1999,2,0.03571428571428571,3.3925,0.034970738132213616,0.15384615384615385,0.24137931034482757,-1.0,0.2893401015228426
Angel of Mine,Monica,1999,3,0.0,2.6325000000000003,0.12611274130319564,0.11538461538461539,0.06896551724137931,-1.0,-0.35055865921787704
Heartbreak Hotel,Whitney Houston feat. Faith Evans and Kelly Price,1999,4,-0.7272727272727273,2.716666666666667,0.14637913948028272,0.07692307692307693,0.06896551724137931,-1.0,-0.07635009310986966
...Baby One More Time,Britney Spears,1999,5,0.03571428571428571,3.055,0.13158124473896884,0.23076923076923078,0.24137931034482757,-1.0,-0.27374301675977664
Breathe,Faith Hill,2000,1,0.5595238095238095,3.3,0.12153543279531996,0.15384615384615385,0.3448275862068966,1.0,-0.5055865921787709
Smooth,Santana feat. Rob Thomas,2000,2,0.30952380952380953,3.34,-0.07191587445700898,0.23076923076923078,0.24137931034482757,1.0,-0.1899441340782122
Maria Maria,Santana feat. The Product G&B,2000,3,0.09523809523809523,2.63,0.05149758934045863,0.11538461538461539,0.1724137931034483,1.0,0.2055837563451776
I Wanna Know,Joe,2000,4,-0.6666666666666667,3.052,0.06094625114562902,0.15384615384615385,0.24137931034482757,-1.0,-0.13854748603351966
Everything You Want,Vertical Horizon,2000,5,0.047619047619047616,3.0066666666666664,-0.26549469302740836,0.11538461538461539,0.1724137931034483,-1.0,-0.2644320297951582
Hanging By A Moment,Lifehouse,2001,1,0.41666666666666663,2.2666666666666666,0.019934073413014345,0.15384615384615385,0.3448275862068966,1.0,-0.3836126629422719
Fallin',Alicia Keys,2001,2,-0.7878787878787878,3.55,0.26939713626351575,0.15384615384615385,0.41379310344827586,-1.0,-0.45670391061452503
All For You,Janet Jackson,2001,3,0.2857142857142857,3.7125,0.24738371628605565,0.23076923076923078,0.3103448275862069,1.0,0.4771573604060914
Drops of Jupiter (Tell Me),Train,2001,4,-0.33333333333333337,2.2575000000000003,0.12026007003533919,0.07692307692307693,0.06896551724137931,1.0,-0.14245810055865915
I'm Real (Murder Remix),Jennifer Lopez feat. Ja Rule,2001,5,-0.18181818181818182,2.3583333333333334,0.08522294463492391,0.038461538461538464,0.10344827586206896,-1.0,0.08206429780033818
How You Remind Me,Nickelback,2002,1,-0.12121212121212122,2.494,0.040797477535135684,0.038461538461538464,0.10344827586206896,1.0,0.003045685279187708
Foolish,Ashanti,2002,2,0.0,3.818,0.2518258966502607,0.2692307692307693,0.48275862068965514,1.0,0.2081218274111676
Hot in Herre,Nelly,2002,3,0.20238095238095238,1.4374999999999998,0.15821615972840397,-0.25,-0.3333333333333333,-1.0,0.5329949238578681
Dilemma,Nelly feat. Kelly Rowland,2002,4,-0.18181818181818182,2.84,0.21193144973068065,0.07692307692307693,0.06896551724137931,-1.0,0.20177664974619292
Wherever You Will Go,The Calling,2002,5,0.26190476190476186,2.063333333333333,0.0834402599956918,0.038461538461538464,-0.3333333333333333,1.0,-0.39851024208566094
In da Club,50 Cent,2003,1,0.0,1.785,-0.4194339298004131,-0.75,-0.6666666666666666,-1.0,0.5913705583756347
Ignition,R. Kelly,2003,2,-0.7272727272727273,2.7066666666666666,-0.2738976829548061,0.038461538461538464,0.06896551724137931,-1.0,0.2301184433164128
Get Busy,Sean Paul,2003,3,0.11904761904761904,1.9933333333333327,-0.438282863041982,0.038461538461538464,-0.3333333333333333,-1.0,0.6717428087986467
Crazy in Love,Beyonce featuring Jay-Z,2003,4,0.10714285714285714,2.1025,0.1842889513538322,0.11538461538461539,0.10344827586206896,-1.0,0.6967005076142133
When I'm Gone,3 Doors Down,2003,5,-0.48484848484848486,2.3633333333333333,-0.04907388012807076,0.038461538461538464,0.034482758620689655,1.0,-0.00558659217877083
Yeah!,Usher feat. Lil John & Ludacris,2004,1,0.17857142857142855,2.6025,0.20143720836100662,0.038461538461538464,0.0,1.0,0.21700507614213213
Burn,Usher,2004,2,0.3571428571428571,4.175,0.1258614670730319,0.15384615384615385,0.1724137931034483,1.0,0.4225888324873097
If I Ain't Got You,Alicia Keys,2004,3,0.3333333333333333,2.813333333333333,0.23152689757989406,0.23076923076923078,0.41379310344827586,1.0,-0.3277467411545625
This Love,Maroon 5,2004,4,0.05952380952380952,2.0175,0.15114199608786838,0.07692307692307693,0.034482758620689655,-1.0,-0.20391061452513978
The Way You Move,OutKast feat. Sleepy Brown,2004,5,0.42857142857142855,1.785,0.1852471752047923,-0.25,-0.8333333333333333,-1.0,-0.1983240223463687
We Belong Together,Mariah Carey,2005,1,-0.6060606060606061,2.638,0.10813885631080071,0.07692307692307693,0.1724137931034483,1.0,0.4101522842639594
Hollaback Girl,Gwen Stefani,2005,2,0.23809523809523808,1.61,0.12150854671302048,-0.5,-0.3333333333333333,-1.0,0.7005076142131981
Let Me Love You,Mario,2005,3,0.05952380952380952,2.875,-0.013442992344520528,0.19230769230769232,0.1724137931034483,-1.0,0.06472081218274132
Since U Been Gone,Kelly Clarkson,2005,4,0.4880952380952381,2.735,0.29968675043318,0.3076923076923077,0.41379310344827586,1.0,-0.28072625698324016
"1, 2 Step",Ciara feat. Missy Elliot,2005,5,0.2738095238095238,3.036666666666666,0.036366560368396035,0.11538461538461539,0.06896551724137931,-1.0,0.2131979695431472
Bad Day,Daniel Powter,2006,1,-0.6060606060606061,3.585,0.13551578195910446,0.2692307692307693,0.3448275862068966,1.0,-0.17458100558659218
Temperature,Sean Paul,2006,2,0.41666666666666663,1.4500000000000002,-0.16699381137372613,-0.25,-0.5,-1.0,1.0
Promiscuous,Nelly Furtado feat. Timbaland,2006,3,0.2857142857142857,5.35,0.14709197336470217,0.038461538461538464,0.1724137931034483,-1.0,0.06091370558375641
You're Beautiful,James Blunt,2006,4,-0.24242424242424243,3.273333333333333,0.12194041051236243,0.15384615384615385,0.41379310344827586,-1.0,-0.4059590316573556
Hips Don't Lie,Shakira feat. Wyclef Jean,2006,5,0.11904761904761904,3.3625,0.11016580176745402,0.11538461538461539,0.1724137931034483,-1.0,0.5609137055837564
Irreplaceable,Beyonce,2007,1,-0.06060606060606061,3.066,0.3338757920501113,0.19230769230769232,0.1724137931034483,-1.0,0.2954314720812182
Umbrella,Rihanna feat. Jay-Z,2007,2,-0.09090909090909091,1.9425,0.12466872898293214,0.07692307692307693,0.0,1.0,-0.16480446927374295
The Sweet Escape,Gwen Stefani feat. Akon,2007,3,0.3571428571428571,1.948,0.19857724453324369,0.038461538461538464,0.24137931034482757,1.0,0.26091370558375626
Big Girls Don't Cry (Personal),Fergie,2007,4,0.2738095238095238,3.0275,0.24839359012978676,0.15384615384615385,0.1724137931034483,1.0,-0.36033519553072624
Buy U a Drank (Shawty Snappin'),T-Pain feat. Yung Joc,2007,5,-0.30303030303030304,3.053333333333333,0.14246347268322365,0.07692307692307693,0.06896551724137931,1.0,-0.1657355679702047
Low,Flo Rida feat. T-Pain,2008,1,0.45238095238095233,2.2125000000000004,-0.02717238918202408,0.038461538461538464,0.10344827586206896,-1.0,0.6294416243654825
Bleeding Love,Leona Lewis,2008,2,0.16666666666666666,2.675,0.30285723998436265,0.15384615384615385,0.3103448275862069,1.0,-0.11173184357541908
No One,Alicia Keys,2008,3,0.0,2.455,0.33872392502253973,0.038461538461538464,0.06896551724137931,-1.0,-0.23836126629422696
Lollipop,Lil Wayne feat. Static Major,2008,4,0.6904761904761905,2.723333333333333,-0.06000679519457809,0.19230769230769232,0.3103448275862069,1.0,0.2072758037225042
Apologize,Timbaland feat. OneRepublic,2008,5,0.3333333333333333,3.36,0.045418839465580445,0.0,0.1724137931034483,1.0,-0.44413407821229045
Boom Boom Pow,The Black Eyed Peas,2009,1,0.47619047619047616,3.2475,-0.203009099946471,0.15384615384615385,0.48275862068965514,1.0,-0.08100558659217878
Poker Face,Lady Gaga,2009,2,0.34523809523809523,3.2099999999999995,0.07684513288410112,0.19230769230769232,0.1724137931034483,1.0,0.2504230118443318
Just Dance,Lady Gaga feat. Colby O'Donis,2009,3,0.34523809523809523,2.802,0.23381283010203735,0.11538461538461539,0.1724137931034483,-1.0,0.21928934010152284
I Gotta Feeling,The Black Eyed Peas,2009,4,0.45238095238095233,2.95,-0.2621621980865399,0.15384615384615385,0.24137931034482757,1.0,0.23223350253807112
Love Story,Taylor Swift,2009,5,0.34523809523809523,1.86,0.1593193298942327,0.11538461538461539,0.0,1.0,-0.030726256983240312
Tik Tok,Kesha,2010,1,0.3571428571428571,1.605,0.22982110749734522,-0.5,-0.8333333333333333,-1.0,-0.10893854748603342
Need You Now,Lady Antebellum,2010,2,0.21428571428571427,3.225,0.17081534743754964,0.07692307692307693,0.10344827586206896,1.0,-0.43575418994413406
"Hey, Soul Sister",Train,2010,3,0.08333333333333333,2.6,0.26720545973095944,0.038461538461538464,0.0,-1.0,-0.07076350093109884
California Gurls,Katy Perry feat. Snoop Dogg,2010,4,0.41666666666666663,2.72,0.33667202080465025,0.038461538461538464,0.06896551724137931,1.0,-0.08566108007448789
OMG,Usher feat. will.i.am,2010,5,0.47619047619047616,2.8266666666666667,-0.7928845979041411,0.11538461538461539,0.24137931034482757,-1.0,-0.122905027932961
Rolling in the Deep,Adele,2011,1,0.17857142857142855,2.4825,0.26350290936492593,0.11538461538461539,0.13793103448275862,1.0,-0.07122905027932958
Party Rock Anthem,LMFAO feat. Lauren Bennett and GoonRock,2011,2,0.47619047619047616,3.1533333333333338,0.3450346005628108,0.11538461538461539,0.48275862068965514,-1.0,0.3045685279187818
Firework,Katy Perry,2011,3,0.40476190476190477,3.3475,0.2646917612498152,0.19230769230769232,0.24137931034482757,1.0,-0.1466480446927375
E.T.,Katy Perry feat. Kanye West,2011,4,-0.4545454545454546,1.6275,0.35288076386692024,0.0,-0.3333333333333333,1.0,-0.004189944134078123
Give Me Everything,"Pitbull feat. Ne-Yo, Afrojack and Nayer",2011,5,0.46428571428571425,2.38,0.13452226449606142,0.07692307692307693,0.10344827586206896,1.0,-0.0013966480446927076
Somebody That I Used to Know,Gotye feat. Kimbra,2012,1,0.46428571428571425,2.6333333333333333,0.15107863088588197,0.19230769230769232,0.3448275862068966,1.0,-0.13780260707635003
Call Me Maybe,Carly Rae Jepsen,2012,2,0.3571428571428571,3.3425,0.182807213199965,0.038461538461538464,0.1724137931034483,1.0,0.22842639593908642
We Are Young,Fun feat. Janelle Monae,2012,3,0.09523809523809523,4.0625,0.059883796444621426,0.3076923076923077,0.41379310344827586,1.0,-0.106145251396648
Payphone,Maroon 5 feat. Wiz Khalifa,2012,4,0.23809523809523808,2.4725,0.14815061257013953,0.11538461538461539,0.10344827586206896,1.0,-0.03212290502793277
Lights,Ellie Goulding,2012,5,0.3571428571428571,4.045,0.3979037439488371,0.15384615384615385,0.3103448275862069,-1.0,-0.27932960893854747
Thrift Shop,Macklemore and Ryan Lewis feat. Wanz,2013,1,0.05952380952380952,2.685,0.010919660116539666,-0.75,-0.8333333333333333,-0.6666666666666666,0.2741116751269036
Blurred Lines,Robin Thicke feat. TI and Pharrell Williams,2013,2,0.3571428571428571,3.58,-0.06453496976236633,0.2692307692307693,0.20689655172413793,1.0,0.16751269035533
Radioactive,Imagine Dragons,2013,3,-0.6666666666666667,2.9166666666666665,0.17191070547501006,0.07692307692307693,0.06896551724137931,1.0,-0.3277467411545625
Harlem Shake,Baauer,2013,4,0.5714285714285714,0.914,0.208939175607542,-0.5,-0.3333333333333333,1.0,0.6639593908629442
Can't Hold Us,Macklemore and Ryan Lewis feat. Ray Dalton,2013,5,0.6666666666666666,3.1950000000000003,-0.22743111717082656,0.07692307692307693,0.10344827586206896,1.0,0.1903553299492386
Happy,Pharrell Williams,2014,1,0.8333333333333333,2.643333333333333,0.171365282227476,0.15384615384615385,0.24137931034482757,-1.0,0.06091370558375641
Dark Horse,Katy Perry and Juicy J,2014,2,0.5,3.1933333333333334,0.26201184466443794,0.3076923076923077,0.5172413793103449,0.75,-0.08379888268156419
All of Me,John Legend,2014,3,0.42857142857142855,2.8560000000000003,-0.02042560845898734,0.15384615384615385,0.1724137931034483,1.0,-0.49832402234636863
Fancy,Iggy Azalea feat. Charli XCX,2014,4,0.05952380952380952,2.46,0.2802400082622234,0.038461538461538464,0.0,-0.6666666666666666,0.027918781725888412
Counting Stars,OneRepublic,2014,5,0.38095238095238093,2.8975,0.10711274565958741,0.3076923076923077,0.48275862068965514,-1.0,0.3274111675126904
Uptown Funk,Mark Ronson feat. Bruno Mars,2015,1,0.2976190476190476,2.19,0.19531783856603205,0.038461538461538464,0.1724137931034483,1.0,0.3157360406091373
Thinking Out Loud,Ed Sheeran,2015,2,-0.33333333333333337,2.856666666666667,0.10758712745207223,0.23076923076923078,0.3448275862068966,1.0,-0.3836126629422719
See You Again,Wiz Khalifa feat. Charlie Puth,2015,3,-0.30303030303030304,3.4775,0.2150244417508943,0.19230769230769232,0.3448275862068966,1.0,-0.1047486033519553
Trap Queen,Fetty Wap,2015,4,0.6904761904761905,2.3800000000000003,0.07201794529772297,-0.5,-0.3333333333333333,1.0,0.622673434856176
Sugar,Maroon 5,2015,5,0.3571428571428571,3.625,0.20187121659127202,0.15384615384615385,0.27586206896551724,1.0,0.2715736040609138
Love Yourself,Justin Bieber,2016,1,0.11904761904761904,2.368,-0.5642752344401076,-0.25,0.0,1.0,-0.007821229050279212
Sorry,Justin Bieber,2016,2,0.11904761904761904,2.766666666666667,0.019331313190491282,0.11538461538461539,0.24137931034482757,-1.0,0.02707275803722477
One Dance,Drake feat. Wizkid and Kyla,2016,3,0.16666666666666666,2.6125,-0.6971721433312836,0.15384615384615385,0.3448275862068966,1.0,0.18781725888324882
Work,Rihanna feat. Drake,2016,4,0.023809523809523808,2.645,0.09316477388530212,0.038461538461538464,0.06896551724137931,1.0,0.45431472081218305
Stressed Out,Twenty One Pilots,2016,5,-0.15151515151515152,2.243333333333333,0.020566801701736574,0.11538461538461539,0.1724137931034483,-1.0,0.1539763113367172
Shape of You,Ed Sheeran,2017,1,0.07142857142857142,2.768,0.22218734010978303,0.038461538461538464,0.1724137931034483,-1.0,0.4588832487309645
Despacito (Remix),Luis Fonsi and Daddy Yankee feat. Justin Bieber,2017,2,-0.030303030303030304,2.3266666666666667,0.06904023024783715,0.15384615384615385,0.1724137931034483,1.0,0.6505922165820642
That's What I Like,Bruno Mars,2017,3,0.5238095238095237,3.3920000000000003,0.19050828079837068,0.19230769230769232,0.1724137931034483,1.0,0.030456852791878205
Something Just Like This,The Chainsmokers and Coldplay,2017,5,0.15476190476190477,2.866,-0.05276602252777755,0.15384615384615385,0.1724137931034483,-1.0,-0.012290502793295976
God's Plan,Drake,2018,1,-0.3939393939393939,2.1325000000000003,-0.14274077339986233,-0.25,-0.5,1.0,0.2779187817258885
Perfect,Ed Sheeran,2018,2,0.05952380952380952,2.7775,-0.04203152206922127,0.15384615384615385,0.24137931034482757,1.0,-0.4231843575418994
Meant to Be,Bebe Rexha feat. Florida Georgia Line,2018,3,-0.3939393939393939,2.8025,-0.1319134121083466,0.07692307692307693,0.27586206896551724,1.0,0.022842639593908597
Havana,Camila Cabello feat. Young Thug,2018,4,0.17857142857142855,3.3,0.03975225105037175,0.23076923076923078,0.3103448275862069,1.0,0.2246192893401015
rockstar,Post Malone feat. 21 Savage,2018,5,-0.30303030303030304,1.38,-0.13136009011527872,0.038461538461538464,0.0,-1.0,0.5972927241962779
Old Town Road - Remix,Lil Nas X feat. Billy Ray Cyrus,2019,1,0.5476190476190476,2.99,-0.06175831279837735,0.038461538461538464,0.06896551724137931,1.0,0.21573604060913723
Sunflower,Post Malone and Swae Lee,2019,2,0.0,2.758,0.11393915017884379,0.07692307692307693,0.1724137931034483,1.0,0.3461928934010153
Without Me,Halsey,2019,3,0.5476190476190476,2.4975,0.29405341717637123,0.19230769230769232,0.24137931034482757,0.8,0.2119289340101521
Bad Guy,Billie Eilish,2019,4,0.5357142857142857,2.92,0.2527162719278687,0.34615384615384615,0.5172413793103449,1.0,0.17597292724196303
Wow,Post Malone,2019,5,0.11904761904761904,1.7,0.029018144405281335,-0.5,-0.8333333333333333,-1.0,0.8223350253807108
Blinding Lights,The Weeknd,2020,1,0.9642857142857142,2.488,0.1273581980328195,0.15384615384615385,0.24137931034482757,1.0,-0.004469273743016764
Circles,Post Malone,2020,2,0.3571428571428571,2.504,0.02405472572930349,0.15384615384615385,0.24137931034482757,1.0,-0.1687150837988827
The Box,Roddy Ricch,2020,3,0.3214285714285714,4.12,-0.2094364150799112,0.19230769230769232,0.41379310344827586,-1.0,0.8646362098138748
Don't Start Now,Dua Lipa,2020,4,0.40476190476190477,2.926666666666667,0.16591576596699498,0.07692307692307693,0.06896551724137931,-1.0,-0.2309124767225327
Rockstar,DaBaby feat. Roddy Ricch,2020,5,0.0,3.945,-0.47239033578440276,0.23076923076923078,0.41379310344827586,1.0,0.9086294416243657
Levitating,Dua Lipa,2021,1,0.15476190476190477,2.6325,0.09599592509084313,0.038461538461538464,0.10344827586206896,-1.0,0.5824873096446701
